"Status","Year","Age","Function_of_post","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","65+","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Human Resources","HM Prison and Probation Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Human Resources","Ministry of Defence (excl. agencies)","Human Resources","15","[c]","28420","21370"
"Leaver CS","2021","65+","Human Resources","Ministry of Justice (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Human Resources","Office for Standards in Education, Children's Services and Skills","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Human Resources","Valuation Office Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Internal Audit","HM Prison and Probation Service","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Internal Audit","Ministry of Defence (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Internal Audit","Scottish Prison Service","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","Crown Office and Procurator Fiscal Service","Legal","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","Crown Prosecution Service","Legal","15","[c]","57290","55610"
"Leaver CS","2021","65+","Legal","Crown Prosecution Service","Operational Delivery","15","[c]","25560","23520"
"Leaver CS","2021","65+","Legal","FCDO Services","Legal","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","Government Legal Department","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","Government Legal Department","Legal","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","Government Legal Department","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","HM Courts and Tribunals Service","Legal","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","Legal Aid Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","Ministry of Justice (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","Scottish Courts and Tribunals Service","Operational Delivery","20","[c]","26440","20070"
"Leaver CS","2021","65+","Legal","UK Supreme Court","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Advisory, Conciliation and Arbitration Service","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Animal and Plant Health Agency","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Animal and Plant Health Agency","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Animal and Plant Health Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Animal and Plant Health Agency","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Companies House","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Criminal Injuries Compensation Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Crown Commercial Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Crown Office and Procurator Fiscal Service","Operational Delivery","10","[c]","26990","22220"
"Leaver CS","2021","65+","No function","Defence Science and Technology Laboratory","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Defence Science and Technology Laboratory","Science and Engineering","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Department for Digital, Culture, Media and Sport","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Department for International Trade","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Department for International Trade","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Driver and Vehicle Licensing Agency","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Driver and Vehicle Licensing Agency","Operational Delivery","40","[c]","19650","18060"
"Leaver CS","2021","65+","No function","Driver and Vehicle Standards Agency","Operational Delivery","65","[c]","27430","26780"
"Leaver CS","2021","65+","No function","ESTYN","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Food Standards Agency","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Health and Safety Executive","Operational Delivery","15","[c]","55100","53020"
"Leaver CS","2021","65+","No function","HM Courts and Tribunals Service","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","HM Courts and Tribunals Service","Operational Delivery","255","[c]","19890","20020"
"Leaver CS","2021","65+","No function","HM Courts and Tribunals Service","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","HM Land Registry","Operational Delivery","20","[c]","28120","27130"
"Leaver CS","2021","65+","No function","HM Prison and Probation Service","Operational Delivery","335","[c]","30750","31650"
"Leaver CS","2021","65+","No function","HM Prison and Probation Service","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","HM Prison and Probation Service","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","HM Prison and Probation Service","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","HM Treasury (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Insolvency Service","Operational Delivery","10","[c]","24570","20670"
"Leaver CS","2021","65+","No function","Institute for Apprenticeships and Technical Education","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Legal Aid Agency","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Maritime and Coastguard Agency","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Maritime and Coastguard Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Ministry of Justice (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Ministry of Justice (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","National Crime Agency","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Office for Standards in Education, Children's Services and Skills","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Office for Standards in Education, Children's Services and Skills","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Office of Qualifications and Examinations Regulation","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Office of Rail and Road","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Office of Rail and Road","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Office of the Public Guardian","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Planning Inspectorate","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Planning Inspectorate","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Planning Inspectorate","Planning Inspectors","10","[c]","48050","50350"
"Leaver CS","2021","65+","No function","Public Health England","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Public Health England","Medicine","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Public Health England","Operational Delivery","20","[c]","38070","30460"
"Leaver CS","2021","65+","No function","Public Health England","Science and Engineering","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Registers of Scotland","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Scottish Prison Service","Operational Delivery","10","[c]","36710","33650"
"Leaver CS","2021","65+","No function","Scottish Prison Service","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","The National Archives","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","The National Archives","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","UK Hydrographic Office","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","UK Intellectual Property Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","UK Intellectual Property Office","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","United Kingdom Statistics Authority","Operational Delivery","40","[c]","22260","19520"
"Leaver CS","2021","65+","Project Delivery","Advisory, Conciliation and Arbitration Service","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Defence Electronics and Components Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Defence Equipment and Support","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Defence Equipment and Support","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Defence Equipment and Support","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Defence Equipment and Support","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Defence Equipment and Support","Other","20","[c]","29430","23980"
"Leaver CS","2021","65+","Project Delivery","Defence Equipment and Support","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Defence Equipment and Support","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Defence Equipment and Support","Science and Engineering","15","[c]","37610","35770"
"Leaver CS","2021","65+","Project Delivery","Defence Science and Technology Laboratory","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Defence Science and Technology Laboratory","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Defence Science and Technology Laboratory","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Department for International Development","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Driver and Vehicle Licensing Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","HM Courts and Tribunals Service","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Ministry of Defence (excl. agencies)","Project Delivery","40","[c]","37550","33660"
"Leaver CS","2021","65+","Project Delivery","Queen Elizabeth II Centre","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Scottish Forestry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Scottish Prison Service","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Submarine Delivery Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Submarine Delivery Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","UK Space Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Wilton Park","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","Defence Equipment and Support","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","FCDO Services","Property","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","Forestry and Land Scotland","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","Ministry of Defence (excl. agencies)","Property","40","[c]","27930","29550"
"Leaver CS","2021","65+","Property","Ministry of Justice (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","Ministry of Justice (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","Office for Standards in Education, Children's Services and Skills","Property","[c]","[c]","[c]","[c]"
