"Status","Year","Age","Organisation","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","60-64","Defence Equipment and Support","Ministry of Defence","SEO/HEO","10","[c]","36810","38000"
"New entrant CS","2021","60-64","Defence Science and Technology Laboratory","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Defence Science and Technology Laboratory","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Defence Science and Technology Laboratory","Ministry of Defence","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Department for Education (excl. agencies)","Department for Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Department for Education (excl. agencies)","Department for Education","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SEO/HEO","15","[c]","33340","32560"
"New entrant CS","2021","60-64","Department for International Trade","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Department for Transport (excl. agencies)","Department for Transport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Department for Transport (excl. agencies)","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Department for Transport (excl. agencies)","Department for Transport","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","AA/AO","245","[c]","21540","21010"
"New entrant CS","2021","60-64","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","EO","330","[c]","28240","27570"
"New entrant CS","2021","60-64","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Disclosure Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Disclosure Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Driver and Vehicle Licensing Agency","Department for Transport","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Driver and Vehicle Standards Agency","Department for Transport","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Driver and Vehicle Standards Agency","Department for Transport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Education and Skills Funding Agency","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Education Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Food Standards Agency","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Food Standards Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Food Standards Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Forestry and Land Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Government Internal Audit Agency","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Government Legal Department","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Health and Safety Executive","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Health and Safety Executive","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","HM Courts and Tribunals Service","Ministry of Justice","AA/AO","80","[c]","18880","18880"
"New entrant CS","2021","60-64","HM Courts and Tribunals Service","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","HM Courts and Tribunals Service","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","HM Courts and Tribunals Service","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","HM Land Registry","HM Land Registry","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","HM Land Registry","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","HM Prison and Probation Service","Ministry of Justice","AA/AO","50","[c]","21630","20600"
"New entrant CS","2021","60-64","HM Prison and Probation Service","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","HM Prison and Probation Service","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","HM Prison and Probation Service","Ministry of Justice","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","HM Prison and Probation Service","Ministry of Justice","Unknown","40","[c]","20790","18460"
"New entrant CS","2021","60-64","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AA/AO","40","[c]","20250","20140"
"New entrant CS","2021","60-64","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","10","[c]","25960","25560"
"New entrant CS","2021","60-64","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","60-64","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","60-64","HM Treasury (excl. agencies)","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Home Office (incl. agencies)","Home Office","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Home Office (incl. agencies)","Home Office","EO","15","[c]","27190","24890"
"New entrant CS","2021","60-64","Home Office (incl. agencies)","Home Office","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Home Office (incl. agencies)","Home Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Home Office (incl. agencies)","Home Office","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Insolvency Service","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Institute for Apprenticeships and Technical Education","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Maritime and Coastguard Agency","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Maritime and Coastguard Agency","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Maritime and Coastguard Agency","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Met Office","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Met Office","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Met Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Ministry of Defence (excl. agencies)","Ministry of Defence","AA/AO","35","[c]","20500","19560"
"New entrant CS","2021","60-64","Ministry of Defence (excl. agencies)","Ministry of Defence","EO","20","[c]","25520","26350"
"New entrant CS","2021","60-64","Ministry of Defence (excl. agencies)","Ministry of Defence","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO/HEO","30","[c]","36760","35500"
"New entrant CS","2021","60-64","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Ministry of Justice (excl. agencies)","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","National Crime Agency","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","National Crime Agency","National Crime Agency","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","National Crime Agency","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","National Crime Agency","National Crime Agency","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","National Records of Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","National Records of Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","National Records of Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Public Health England","Department of Health and Social Care","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Public Health England","Department of Health and Social Care","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Public Health England","Department of Health and Social Care","G6/G7","15","[c]","59120","60170"
"New entrant CS","2021","60-64","Public Health England","Department of Health and Social Care","SCS level","15","[c]","98120","98480"
"New entrant CS","2021","60-64","Public Health England","Department of Health and Social Care","SEO/HEO","50","[c]","35050","36330"
"New entrant CS","2021","60-64","Rural Payments Agency","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Scottish Courts and Tribunals Service","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Scottish Courts and Tribunals Service","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Scottish Courts and Tribunals Service","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Scottish Forestry","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Scottish Government (excl. agencies)","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Scottish Government (excl. agencies)","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Scottish Government (excl. agencies)","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Scottish Government (excl. agencies)","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Scottish Prison Service","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Scottish Prison Service","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Social Security Scotland","Scottish Government","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Social Security Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Social Security Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Student Awards Agency for Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Student Awards Agency for Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Submarine Delivery Agency","Ministry of Defence","Unknown","5","[c]","[c]","[c]"
