"Status","Year","Disability","Function_of_post","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Declared non-disabled","Communications","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","Cabinet Office (excl. agencies)","Cabinet Office","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","Insolvency Service","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","Serious Fraud Office","Attorney General's Departments","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Debt","Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Debt","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Debt","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Cabinet Office (excl. agencies)","Cabinet Office","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Companies House","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Competition and Markets Authority","Competition and Markets Authority","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Crown Commercial Service","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","Scottish Government","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Crown Prosecution Service","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Defence Equipment and Support","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Department for International Development","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Department for International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Department for Transport","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","FCDO Services","Foreign, Commonwealth and Development Office","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Forestry and Land Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Health and Safety Executive","Department for Work and Pensions","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","HM Courts and Tribunals Service","Ministry of Justice","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","HM Land Registry","HM Land Registry","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Ministry of Defence","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Ministry of Justice","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","National Crime Agency","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Planning Inspectorate","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Public Health England","Department of Health and Social Care","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Scottish Prison Service","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Submarine Delivery Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","The National Archives","The National Archives","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","UK Hydrographic Office","Ministry of Defence","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","United Kingdom Statistics Authority","United Kingdom Statistics Authority","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","Crown Commercial Service","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","Crown Prosecution Service","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","Defence Equipment and Support","Ministry of Defence","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","Defence Science and Technology Laboratory","Ministry of Defence","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","Department for International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","Driver and Vehicle Licensing Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","FCDO Services","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","Forestry and Land Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","HM Courts and Tribunals Service","Ministry of Justice","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","HM Land Registry","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","HM Treasury (excl. agencies)","HM Treasury","[c]","[c]","[c]","[c]"
