"Status","Year","Ethnicity","Organisation","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Chinese","HM Revenue and Customs (excl. agencies)","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","HM Revenue and Customs (excl. agencies)","Property","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","HM Revenue and Customs (excl. agencies)","Security","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","HM Revenue and Customs (excl. agencies)","Security","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","HM Revenue and Customs (excl. agencies)","Social Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","HM Revenue and Customs (excl. agencies)","Social Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","HM Revenue and Customs (excl. agencies)","Statistics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","HM Revenue and Customs (excl. agencies)","Statistics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","HM Revenue and Customs (excl. agencies)","Tax","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","HM Revenue and Customs (excl. agencies)","Tax","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","HM Revenue and Customs (excl. agencies)","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","HM Revenue and Customs (excl. agencies)","Unknown","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","HM Revenue and Customs (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","HM Treasury (excl. agencies)","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","HM Treasury (excl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","HM Treasury (excl. agencies)","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","HM Treasury (excl. agencies)","Economics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","HM Treasury (excl. agencies)","Economics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","HM Treasury (excl. agencies)","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","HM Treasury (excl. agencies)","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","HM Treasury (excl. agencies)","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","HM Treasury (excl. agencies)","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","HM Treasury (excl. agencies)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","HM Treasury (excl. agencies)","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","HM Treasury (excl. agencies)","Operational Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","HM Treasury (excl. agencies)","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","HM Treasury (excl. agencies)","Policy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","HM Treasury (excl. agencies)","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","HM Treasury (excl. agencies)","Statistics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","HM Treasury (excl. agencies)","Tax","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Home Office (incl. agencies)","Commercial","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Home Office (incl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Home Office (incl. agencies)","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Home Office (incl. agencies)","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Home Office (incl. agencies)","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Home Office (incl. agencies)","Economics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Home Office (incl. agencies)","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Home Office (incl. agencies)","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Home Office (incl. agencies)","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Home Office (incl. agencies)","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Home Office (incl. agencies)","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Home Office (incl. agencies)","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Home Office (incl. agencies)","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Home Office (incl. agencies)","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Home Office (incl. agencies)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Home Office (incl. agencies)","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Home Office (incl. agencies)","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Home Office (incl. agencies)","Operational Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Home Office (incl. agencies)","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Home Office (incl. agencies)","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Home Office (incl. agencies)","Other","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Home Office (incl. agencies)","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Home Office (incl. agencies)","Policy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Home Office (incl. agencies)","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Home Office (incl. agencies)","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Home Office (incl. agencies)","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Home Office (incl. agencies)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Home Office (incl. agencies)","Science and Engineering","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Home Office (incl. agencies)","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Home Office (incl. agencies)","Security","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Home Office (incl. agencies)","Security","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Home Office (incl. agencies)","Social Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Home Office (incl. agencies)","Statistics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Home Office (incl. agencies)","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Home Office (incl. agencies)","Unknown","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Home Office (incl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Insolvency Service","Commercial","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Insolvency Service","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Insolvency Service","Counter Fraud","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Insolvency Service","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Insolvency Service","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Insolvency Service","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Insolvency Service","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Insolvency Service","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Insolvency Service","Legal","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Insolvency Service","Legal","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Insolvency Service","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Insolvency Service","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Insolvency Service","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Insolvency Service","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Insolvency Service","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Insolvency Service","Statistics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Institute for Apprenticeships and Technical Education","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Institute for Apprenticeships and Technical Education","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Institute for Apprenticeships and Technical Education","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Institute for Apprenticeships and Technical Education","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Institute for Apprenticeships and Technical Education","Legal","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Institute for Apprenticeships and Technical Education","Legal","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Institute for Apprenticeships and Technical Education","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Institute for Apprenticeships and Technical Education","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Institute for Apprenticeships and Technical Education","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Legal Aid Agency","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Legal Aid Agency","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Legal Aid Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Legal Aid Agency","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Maritime and Coastguard Agency","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Maritime and Coastguard Agency","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Maritime and Coastguard Agency","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Maritime and Coastguard Agency","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Maritime and Coastguard Agency","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Maritime and Coastguard Agency","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Maritime and Coastguard Agency","Medicine","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Maritime and Coastguard Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Maritime and Coastguard Agency","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Maritime and Coastguard Agency","Policy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Maritime and Coastguard Agency","Property","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Medicines and Healthcare Products Regulatory Agency","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Medicines and Healthcare Products Regulatory Agency","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Medicines and Healthcare Products Regulatory Agency","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Medicines and Healthcare Products Regulatory Agency","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Medicines and Healthcare Products Regulatory Agency","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Medicines and Healthcare Products Regulatory Agency","Medicine","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
