"Status","Year","Profession_of_post","Region_london","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Knowledge and Information Management","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","London","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","London","SEO/HEO","HEO","10","[c]","33050","32650"
"Leaver CS","2021","Knowledge and Information Management","London","SEO/HEO","SEO","10","[c]","40780","40470"
"Leaver CS","2021","Knowledge and Information Management","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Outside London","AA/AO","AO","15","[c]","21340","21130"
"Leaver CS","2021","Knowledge and Information Management","Outside London","EO","EO","15","[c]","25590","26230"
"Leaver CS","2021","Knowledge and Information Management","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Outside London","SEO/HEO","HEO","10","[c]","32850","32530"
"Leaver CS","2021","Knowledge and Information Management","Outside London","SEO/HEO","SEO","10","[c]","41010","40470"
"Leaver CS","2021","Knowledge and Information Management","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","London","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","London","G6/G7","G6","35","[c]","70970","72030"
"Leaver CS","2021","Legal","London","G6/G7","G7","80","[c]","54720","54150"
"Leaver CS","2021","Legal","London","SCS level","SCS level","15","[c]","96220","85010"
"Leaver CS","2021","Legal","London","SEO/HEO","HEO","15","[c]","35210","30850"
"Leaver CS","2021","Legal","London","SEO/HEO","SEO","20","[c]","42670","42460"
"Leaver CS","2021","Legal","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Outside London","EO","EO","10","[c]","26260","27130"
"Leaver CS","2021","Legal","Outside London","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Outside London","G6/G7","G7","125","[c]","56850","55610"
"Leaver CS","2021","Legal","Outside London","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Outside London","SEO/HEO","HEO","15","[c]","32570","33840"
"Leaver CS","2021","Legal","Outside London","SEO/HEO","SEO","75","[c]","43820","43460"
"Leaver CS","2021","Medicine","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","London","SCS level","SCS level","15","[c]","99510","107630"
"Leaver CS","2021","Medicine","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Outside London","AA/AO","AO","35","[c]","22060","21740"
"Leaver CS","2021","Medicine","Outside London","EO","EO","35","[c]","29590","30620"
"Leaver CS","2021","Medicine","Outside London","G6/G7","G6","35","[c]","83930","84390"
"Leaver CS","2021","Medicine","Outside London","G6/G7","G7","20","[c]","58060","54540"
"Leaver CS","2021","Medicine","Outside London","SCS level","SCS level","25","[c]","110730","110680"
"Leaver CS","2021","Medicine","Outside London","SEO/HEO","HEO","45","[c]","36100","37890"
"Leaver CS","2021","Medicine","Outside London","SEO/HEO","SEO","25","[c]","41640","40890"
"Leaver CS","2021","Medicine","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","London","AA/AO","AA","120","[c]","19490","19170"
"Leaver CS","2021","Operational Delivery","London","AA/AO","AO","445","[c]","23050","22680"
"Leaver CS","2021","Operational Delivery","London","EO","EO","250","[c]","28850","28650"
"Leaver CS","2021","Operational Delivery","London","G6/G7","G6","30","[c]","72210","70710"
"Leaver CS","2021","Operational Delivery","London","G6/G7","G7","65","[c]","56740","55370"
"Leaver CS","2021","Operational Delivery","London","SCS level","SCS level","20","[c]","106770","98450"
"Leaver CS","2021","Operational Delivery","London","SEO/HEO","HEO","140","[c]","34200","32760"
"Leaver CS","2021","Operational Delivery","London","SEO/HEO","SEO","95","[c]","42700","41160"
"Leaver CS","2021","Operational Delivery","London","Unknown","Unknown","95","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Outside London","AA/AO","AA","990","[c]","17930","17540"
"Leaver CS","2021","Operational Delivery","Outside London","AA/AO","AO","3645","[c]","21010","20950"
"Leaver CS","2021","Operational Delivery","Outside London","EO","EO","1025","[c]","26950","26410"
"Leaver CS","2021","Operational Delivery","Outside London","G6/G7","G6","50","[c]","70830","68720"
"Leaver CS","2021","Operational Delivery","Outside London","G6/G7","G7","130","[c]","54120","53860"
"Leaver CS","2021","Operational Delivery","Outside London","SCS level","SCS level","20","[c]","94330","87610"
"Leaver CS","2021","Operational Delivery","Outside London","SEO/HEO","HEO","385","[c]","33120","33180"
"Leaver CS","2021","Operational Delivery","Outside London","SEO/HEO","SEO","220","[c]","43450","42000"
"Leaver CS","2021","Operational Delivery","Outside London","Unknown","Unknown","515","[c]","29370","28200"
"Leaver CS","2021","Operational Delivery","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Outside London","AA/AO","AA","15","[c]","17180","17180"
"Leaver CS","2021","Operational Research","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Outside London","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Outside London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Outside London","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Other","London","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","Other","London","AA/AO","AO","35","[c]","23130","23480"
"Leaver CS","2021","Other","London","EO","EO","75","[c]","26670","27500"
"Leaver CS","2021","Other","London","G6/G7","G6","10","[c]","78530","73980"
"Leaver CS","2021","Other","London","G6/G7","G7","25","[c]","55870","57430"
"Leaver CS","2021","Other","London","SCS level","SCS level","10","[c]","105990","105140"
"Leaver CS","2021","Other","London","SEO/HEO","HEO","40","[c]","32670","33560"
"Leaver CS","2021","Other","London","SEO/HEO","SEO","20","[c]","35500","40000"
"Leaver CS","2021","Other","Outside London","AA/AO","AA","165","[c]","19080","18800"
"Leaver CS","2021","Other","Outside London","AA/AO","AO","275","[c]","21490","21130"
"Leaver CS","2021","Other","Outside London","EO","EO","350","[c]","27280","27620"
"Leaver CS","2021","Other","Outside London","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Other","Outside London","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Other","Outside London","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","Other","Outside London","SEO/HEO","HEO","130","[c]","33550","33300"
"Leaver CS","2021","Other","Outside London","SEO/HEO","SEO","60","[c]","41240","40900"
"Leaver CS","2021","Other","Outside London","Unknown","Unknown","20","[c]","39720","34660"
"Leaver CS","2021","Other","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Overseas","SEO/HEO","HEO","60","[c]","35870","36960"
"Leaver CS","2021","Other","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","Unknown","Unknown","145","[c]","35020","32400"
"Leaver CS","2021","Planning","London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Outside London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Outside London","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Outside London","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Outside London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","London","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","Policy","London","AA/AO","AO","40","[c]","23080","24370"
"Leaver CS","2021","Policy","London","EO","EO","100","[c]","24820","27310"
"Leaver CS","2021","Policy","London","G6/G7","G6","55","[c]","69180","66680"
"Leaver CS","2021","Policy","London","G6/G7","G7","155","[c]","55340","54160"
"Leaver CS","2021","Policy","London","SCS level","SCS level","60","[c]","90830","80500"
"Leaver CS","2021","Policy","London","SEO/HEO","HEO","125","[c]","34190","33570"
"Leaver CS","2021","Policy","London","SEO/HEO","SEO","75","[c]","40750","40510"
"Leaver CS","2021","Policy","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Outside London","AA/AO","AO","25","[c]","21460","21130"
"Leaver CS","2021","Policy","Outside London","EO","EO","25","[c]","26260","26370"
"Leaver CS","2021","Policy","Outside London","G6/G7","G6","15","[c]","68680","66570"
"Leaver CS","2021","Policy","Outside London","G6/G7","G7","40","[c]","54180","54470"
"Leaver CS","2021","Policy","Outside London","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Outside London","SEO/HEO","HEO","45","[c]","33000","32420"
"Leaver CS","2021","Policy","Outside London","SEO/HEO","SEO","40","[c]","40030","39340"
"Leaver CS","2021","Policy","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","EO","EO","10","[c]","28280","27960"
"Leaver CS","2021","Project Delivery","London","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","G6/G7","G7","20","[c]","57050","56300"
"Leaver CS","2021","Project Delivery","London","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","SEO/HEO","HEO","25","[c]","34950","34570"
"Leaver CS","2021","Project Delivery","London","SEO/HEO","SEO","15","[c]","42680","42670"
"Leaver CS","2021","Project Delivery","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Outside London","AA/AO","AO","20","[c]","21510","21250"
"Leaver CS","2021","Project Delivery","Outside London","EO","EO","65","[c]","22550","25660"
"Leaver CS","2021","Project Delivery","Outside London","G6/G7","G6","15","[c]","67000","65210"
"Leaver CS","2021","Project Delivery","Outside London","G6/G7","G7","40","[c]","52810","53120"
"Leaver CS","2021","Project Delivery","Outside London","SCS level","SCS level","10","[c]","92090","88890"
"Leaver CS","2021","Project Delivery","Outside London","SEO/HEO","HEO","85","[c]","31910","32430"
"Leaver CS","2021","Project Delivery","Outside London","SEO/HEO","SEO","100","[c]","40620","40010"
"Leaver CS","2021","Project Delivery","Outside London","Unknown","Unknown","15","[c]","42170","40040"
"Leaver CS","2021","Project Delivery","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","EO","EO","20","[c]","27430","28500"
"Leaver CS","2021","Property","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","SEO/HEO","SEO","15","[c]","46980","47340"
"Leaver CS","2021","Property","Outside London","AA/AO","AA","55","[c]","18200","17950"
"Leaver CS","2021","Property","Outside London","AA/AO","AO","25","[c]","21130","21100"
"Leaver CS","2021","Property","Outside London","EO","EO","120","[c]","25710","25500"
"Leaver CS","2021","Property","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Outside London","G6/G7","G7","20","[c]","54490","55470"
"Leaver CS","2021","Property","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Outside London","SEO/HEO","HEO","65","[c]","33530","33250"
"Leaver CS","2021","Property","Outside London","SEO/HEO","SEO","60","[c]","42180","42290"
"Leaver CS","2021","Property","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","London","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Outside London","AA/AO","AO","5","[c]","[c]","[c]"
