"Status","Year","Age","Function_of_post","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","40-49","Project Delivery","FCDO Services","Male","5","5","[c]","[c]"
"In post","2021","40-49","Project Delivery","Food Standards Agency","Female","5","5","[c]","[c]"
"In post","2021","40-49","Project Delivery","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Female","280","265","58060","58030"
"In post","2021","40-49","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Male","240","235","58510","58030"
"In post","2021","40-49","Project Delivery","Forestry and Land Scotland","Female","15","15","[c]","[c]"
"In post","2021","40-49","Project Delivery","Forestry and Land Scotland","Male","10","10","[c]","[c]"
"In post","2021","40-49","Project Delivery","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","Government Legal Department","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","Government Legal Department","Male","5","5","[c]","[c]"
"In post","2021","40-49","Project Delivery","Government Property Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","Government Property Agency","Male","10","10","[c]","[c]"
"In post","2021","40-49","Project Delivery","Health and Safety Executive","Female","10","10","[c]","[c]"
"In post","2021","40-49","Project Delivery","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","HM Courts and Tribunals Service","Female","60","55","46820","38910"
"In post","2021","40-49","Project Delivery","HM Courts and Tribunals Service","Male","40","40","38210","36800"
"In post","2021","40-49","Project Delivery","HM Land Registry","Female","25","25","[c]","[c]"
"In post","2021","40-49","Project Delivery","HM Land Registry","Male","20","20","[c]","[c]"
"In post","2021","40-49","Project Delivery","HM Revenue and Customs (excl. agencies)","Female","650","610","42970","38630"
"In post","2021","40-49","Project Delivery","HM Revenue and Customs (excl. agencies)","Male","580","575","46320","41760"
"In post","2021","40-49","Project Delivery","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","Insolvency Service","Female","5","5","[c]","[c]"
"In post","2021","40-49","Project Delivery","Insolvency Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","Met Office","Female","40","35","45010","45150"
"In post","2021","40-49","Project Delivery","Met Office","Male","70","65","44430","42140"
"In post","2021","40-49","Project Delivery","Ministry of Defence (excl. agencies)","Female","630","605","38270","33300"
"In post","2021","40-49","Project Delivery","Ministry of Defence (excl. agencies)","Male","465","460","44450","40580"
"In post","2021","40-49","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","15","15","[c]","[c]"
"In post","2021","40-49","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","5","5","[c]","[c]"
"In post","2021","40-49","Project Delivery","Ministry of Justice (excl. agencies)","Female","40","40","45120","41540"
"In post","2021","40-49","Project Delivery","Ministry of Justice (excl. agencies)","Male","35","35","49780","49570"
"In post","2021","40-49","Project Delivery","National Crime Agency","Female","20","20","[c]","[c]"
"In post","2021","40-49","Project Delivery","National Crime Agency","Male","15","15","[c]","[c]"
"In post","2021","40-49","Project Delivery","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","Office for Standards in Education, Children's Services and Skills","Female","5","5","[c]","[c]"
"In post","2021","40-49","Project Delivery","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","Queen Elizabeth II Centre","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","Queen Elizabeth II Centre","Male","5","5","[c]","[c]"
"In post","2021","40-49","Project Delivery","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","Rural Payments Agency","Female","20","20","[c]","[c]"
"In post","2021","40-49","Project Delivery","Rural Payments Agency","Male","35","35","39640","37230"
"In post","2021","40-49","Project Delivery","Scottish Forestry","Female","30","30","32720","30160"
"In post","2021","40-49","Project Delivery","Scottish Forestry","Male","20","20","[c]","[c]"
"In post","2021","40-49","Project Delivery","Scottish Prison Service","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","Scottish Prison Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","Submarine Delivery Agency","Female","70","65","45810","45410"
"In post","2021","40-49","Project Delivery","Submarine Delivery Agency","Male","195","195","48950","46010"
"In post","2021","40-49","Project Delivery","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","UK Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","UK Intellectual Property Office","Male","5","5","[c]","[c]"
"In post","2021","40-49","Project Delivery","UK Space Agency","Female","30","25","[c]","[c]"
"In post","2021","40-49","Project Delivery","UK Space Agency","Male","20","20","[c]","[c]"
"In post","2021","40-49","Project Delivery","United Kingdom Statistics Authority","Female","45","40","43980","49100"
"In post","2021","40-49","Project Delivery","United Kingdom Statistics Authority","Male","15","15","[c]","[c]"
"In post","2021","40-49","Project Delivery","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","Valuation Office Agency","Female","10","10","[c]","[c]"
"In post","2021","40-49","Project Delivery","Valuation Office Agency","Male","10","10","[c]","[c]"
"In post","2021","40-49","Project Delivery","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","Wilton Park","Female","10","5","[c]","[c]"
"In post","2021","40-49","Project Delivery","Wilton Park","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Property","Cabinet Office (excl. agencies)","Female","10","10","[c]","[c]"
"In post","2021","40-49","Property","Cabinet Office (excl. agencies)","Male","20","20","[c]","[c]"
"In post","2021","40-49","Property","Companies House","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Property","Companies House","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Property","Defence Electronics and Components Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Property","Defence Electronics and Components Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Property","Defence Equipment and Support","Female","25","25","[c]","[c]"
"In post","2021","40-49","Property","Defence Equipment and Support","Male","30","30","42700","40330"
"In post","2021","40-49","Property","Defence Science and Technology Laboratory","Female","5","5","[c]","[c]"
"In post","2021","40-49","Property","Defence Science and Technology Laboratory","Male","10","10","[c]","[c]"
"In post","2021","40-49","Property","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Property","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Property","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Property","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Property","Department for Education (excl. agencies)","Female","35","30","49220","50630"
"In post","2021","40-49","Property","Department for Education (excl. agencies)","Male","45","45","51970","53910"
"In post","2021","40-49","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","50","50","36230","33790"
"In post","2021","40-49","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","50","50","41810","36970"
"In post","2021","40-49","Property","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Property","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Property","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Property","Department for Transport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Property","Department of Health and Social Care (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Property","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Property","Driver and Vehicle Licensing Agency","Female","10","5","[c]","[c]"
"In post","2021","40-49","Property","Driver and Vehicle Licensing Agency","Male","10","10","[c]","[c]"
"In post","2021","40-49","Property","Driver and Vehicle Standards Agency","Female","5","5","[c]","[c]"
"In post","2021","40-49","Property","Driver and Vehicle Standards Agency","Male","5","5","[c]","[c]"
"In post","2021","40-49","Property","FCDO Services","Female","15","15","[c]","[c]"
"In post","2021","40-49","Property","FCDO Services","Male","70","70","42470","40570"
"In post","2021","40-49","Property","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Property","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Property","Foreign, Commonwealth and Development Office (excl. agencies)","Female","10","10","[c]","[c]"
"In post","2021","40-49","Property","Foreign, Commonwealth and Development Office (excl. agencies)","Male","5","5","[c]","[c]"
"In post","2021","40-49","Property","Forestry and Land Scotland","Female","50","45","31130","29140"
"In post","2021","40-49","Property","Forestry and Land Scotland","Male","110","110","31850","30160"
"In post","2021","40-49","Property","Government Property Agency","Female","5","5","[c]","[c]"
"In post","2021","40-49","Property","Government Property Agency","Male","5","5","[c]","[c]"
"In post","2021","40-49","Property","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Property","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
