"Status","Year","Ethnicity","Function_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Mixed","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Analysis","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Analysis","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Analysis","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Analysis","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Analysis","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Analysis","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Analysis","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Analysis","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Analysis","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Analysis","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Analysis","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Analysis","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Analysis","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Analysis","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Commercial","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Commercial","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Commercial","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Commercial","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Commercial","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Commercial","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Commercial","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Commercial","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Commercial","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Commercial","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Commercial","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Commercial","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Commercial","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Communications","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Communications","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Communications","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Communications","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Communications","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Communications","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Communications","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Communications","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Communications","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Communications","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Communications","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Counter Fraud","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Counter Fraud","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Counter Fraud","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Counter Fraud","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Counter Fraud","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Counter Fraud","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Counter Fraud","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Counter Fraud","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Counter Fraud","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Counter Fraud","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Counter Fraud","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Counter Fraud","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Debt","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Debt","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Debt","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Digital, Data & Technology","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Digital, Data & Technology","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Digital, Data & Technology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Digital, Data & Technology","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Digital, Data & Technology","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Digital, Data & Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Digital, Data & Technology","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Digital, Data & Technology","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Digital, Data & Technology","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Digital, Data & Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Digital, Data & Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Digital, Data & Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Digital, Data & Technology","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Digital, Data & Technology","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Digital, Data & Technology","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Digital, Data & Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Finance","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Finance","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Finance","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Grants Management","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Grants Management","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Grants Management","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Grants Management","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Grants Management","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Grants Management","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Grants Management","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Grants Management","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Grants Management","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Grants Management","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Grants Management","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Grants Management","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Human Resources","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Human Resources","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Human Resources","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Human Resources","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Human Resources","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Human Resources","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Human Resources","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Human Resources","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Human Resources","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Human Resources","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Human Resources","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Internal Audit","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Internal Audit","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Internal Audit","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Internal Audit","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Internal Audit","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Internal Audit","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Internal Audit","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Internal Audit","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Legal","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Legal","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Legal","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Legal","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Legal","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Legal","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Legal","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Legal","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Legal","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Legal","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Legal","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Legal","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Legal","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Legal","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","No function","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","No function","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","No function","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","No function","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","No function","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","No function","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","No function","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","No function","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","No function","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","No function","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","No function","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","No function","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","No function","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","No function","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","No function","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","No function","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","No function","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Project Delivery","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Project Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Project Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Project Delivery","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Project Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Project Delivery","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Project Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Project Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Project Delivery","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Project Delivery","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Project Delivery","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Property","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Property","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Property","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Property","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Property","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Property","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Property","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Property","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Property","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Property","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Property","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Property","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Property","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Security","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Security","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Security","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Security","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Security","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Security","G6/G7","Male","[c]","[c]","[c]","[c]"
