"Status","Year","Age","Disability","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","40-49","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","5","5","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Planning","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","55","50","45160","38820"
"In post","2021","40-49","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Project Delivery","15","15","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","15","15","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department for International Trade","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department for International Trade","Economics","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department for International Trade","International Trade","20","20","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department for International Trade","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department for International Trade","Legal","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department for International Trade","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department for International Trade","Planning","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department for International Trade","Policy","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department for International Trade","Property","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department for International Trade","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department for International Trade","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department for Transport (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department for Transport (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department for Transport (excl. agencies)","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department for Transport (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department for Transport (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department for Transport (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department for Transport (excl. agencies)","Human Resources","5","5","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department for Transport (excl. agencies)","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department for Transport (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department for Transport (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department for Transport (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department for Transport (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department for Transport (excl. agencies)","Policy","15","15","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department for Transport (excl. agencies)","Project Delivery","5","5","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department for Transport (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department for Transport (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department for Transport (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department for Transport (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department for Transport (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department for Work and Pensions (excl. agencies)","Unknown","3585","3185","27220","27570"
"In post","2021","40-49","Declared disabled","Department of Health and Social Care (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department of Health and Social Care (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department of Health and Social Care (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department of Health and Social Care (excl. agencies)","Finance","5","5","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department of Health and Social Care (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department of Health and Social Care (excl. agencies)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department of Health and Social Care (excl. agencies)","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department of Health and Social Care (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department of Health and Social Care (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department of Health and Social Care (excl. agencies)","Policy","15","15","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department of Health and Social Care (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department of Health and Social Care (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department of Health and Social Care (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department of Health and Social Care (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department of Health and Social Care (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Disclosure Scotland","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","Declared disabled","Driver and Vehicle Licensing Agency","Commercial","5","5","[c]","[c]"
"In post","2021","40-49","Declared disabled","Driver and Vehicle Licensing Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Driver and Vehicle Licensing Agency","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2021","40-49","Declared disabled","Driver and Vehicle Licensing Agency","Finance","10","5","[c]","[c]"
"In post","2021","40-49","Declared disabled","Driver and Vehicle Licensing Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Driver and Vehicle Licensing Agency","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Driver and Vehicle Licensing Agency","Operational Delivery","130","110","21180","21590"
"In post","2021","40-49","Declared disabled","Driver and Vehicle Licensing Agency","Other","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Driver and Vehicle Licensing Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Driver and Vehicle Licensing Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Driver and Vehicle Licensing Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Driver and Vehicle Licensing Agency","Security","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Driver and Vehicle Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Driver and Vehicle Standards Agency","Communications","5","5","[c]","[c]"
"In post","2021","40-49","Declared disabled","Driver and Vehicle Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Driver and Vehicle Standards Agency","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2021","40-49","Declared disabled","Driver and Vehicle Standards Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Driver and Vehicle Standards Agency","Human Resources","5","5","[c]","[c]"
"In post","2021","40-49","Declared disabled","Driver and Vehicle Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Driver and Vehicle Standards Agency","Operational Delivery","65","60","28000","26780"
"In post","2021","40-49","Declared disabled","Driver and Vehicle Standards Agency","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Driver and Vehicle Standards Agency","Other","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Driver and Vehicle Standards Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Driver and Vehicle Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Driver and Vehicle Standards Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Education and Skills Funding Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Education and Skills Funding Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Education and Skills Funding Agency","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2021","40-49","Declared disabled","Education and Skills Funding Agency","Finance","15","15","[c]","[c]"
"In post","2021","40-49","Declared disabled","Education and Skills Funding Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Education and Skills Funding Agency","Operational Delivery","25","20","[c]","[c]"
"In post","2021","40-49","Declared disabled","Education and Skills Funding Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Education and Skills Funding Agency","Project Delivery","[c]","[c]","[c]","[c]"
