"Status","Year","Parent_department","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Ministry of Justice","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Legal","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Legal","G7","10","[c]","58360","55550"
"Leaver CS","2021","Ministry of Justice","Legal","HEO","15","[c]","28830","30850"
"Leaver CS","2021","Ministry of Justice","Legal","SEO","65","[c]","43260","43960"
"Leaver CS","2021","Ministry of Justice","Operational Delivery","AA","885","[c]","17470","16930"
"Leaver CS","2021","Ministry of Justice","Operational Delivery","AO","2960","[c]","20670","20100"
"Leaver CS","2021","Ministry of Justice","Operational Delivery","EO","365","[c]","24450","24440"
"Leaver CS","2021","Ministry of Justice","Operational Delivery","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Operational Delivery","G7","30","[c]","56660","58130"
"Leaver CS","2021","Ministry of Justice","Operational Delivery","HEO","160","[c]","30120","30850"
"Leaver CS","2021","Ministry of Justice","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Operational Delivery","SEO","65","[c]","38290","37800"
"Leaver CS","2021","Ministry of Justice","Operational Delivery","Unknown","605","[c]","34040","37170"
"Leaver CS","2021","Ministry of Justice","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Operational Research","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Operational Research","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Policy","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Policy","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Policy","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Policy","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Policy","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Policy","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Project Delivery","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Property","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Property","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Psychology","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Psychology","EO","45","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Psychology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Psychology","HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Psychology","SEO","35","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Security","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Security","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Social Research","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Social Research","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Statistics","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Statistics","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Unknown","AA","30","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Unknown","AO","75","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Unknown","EO","60","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Unknown","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Unknown","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Unknown","HEO","60","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Unknown","SEO","45","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Unknown","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Human Resources","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Legal","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Operational Delivery","AO","10","[c]","23950","24610"
"Leaver CS","2021","National Crime Agency","Operational Delivery","EO","60","[c]","34520","34300"
"Leaver CS","2021","National Crime Agency","Operational Delivery","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Operational Delivery","G7","10","[c]","62380","60990"
"Leaver CS","2021","National Crime Agency","Operational Delivery","HEO","40","[c]","43270","42430"
"Leaver CS","2021","National Crime Agency","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Operational Delivery","SEO","25","[c]","49250","48250"
"Leaver CS","2021","National Crime Agency","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Security","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Other","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Property","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Inspector of Education and Training","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Inspector of Education and Training","G7","30","[c]","75150","75500"
"Leaver CS","2021","Office for Standards in Education","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Inspector of Education and Training","SEO","30","[c]","50400","51360"
"Leaver CS","2021","Office for Standards in Education","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Operational Delivery","AO","15","[c]","21050","21160"
"Leaver CS","2021","Office for Standards in Education","Operational Delivery","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Other","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Other","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Other","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Social Research","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Social Research","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Social Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Statistics","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Corporate Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Economics","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Economics","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Legal","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Operational Delivery","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Other","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Other","EO","10","[c]","25340","25750"
"Leaver CS","2021","Office of Gas and Electricity Markets","Other","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Other","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Other","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Other","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Other","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Property","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Communications","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Operational Research","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Human Resources","G7","[c]","[c]","[c]","[c]"
