"Status","Year","Organisation","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","Operational Delivery","AA/AO","225","[c]","21430","21430"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","Operational Delivery","EO","240","[c]","26900","27240"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","Operational Delivery","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","Operational Delivery","SEO/HEO","60","[c]","36190","35380"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","Other","AA/AO","15","[c]","21550","21010"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","Other","EO","45","[c]","28140","28330"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","Other","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","Other","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","Policy","EO","10","[c]","28820","28670"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","Policy","G6/G7","15","[c]","64430","63180"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","Policy","SEO/HEO","20","[c]","39970","41570"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","Project Delivery","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","Project Delivery","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","Unknown","AA/AO","195","[c]","21490","21010"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","Unknown","EO","160","[c]","26410","26730"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","Unknown","G6/G7","40","[c]","62270","60880"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","Unknown","SCS level","10","[c]","101720","84660"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","Unknown","SEO/HEO","105","[c]","36490","35760"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Counter Fraud","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Operational Delivery","AA/AO","25","[c]","21220","20880"
"Leaver CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Operational Delivery","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Operational Delivery","SEO/HEO","15","[c]","31830","28750"
"Leaver CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Institute for Apprenticeships and Technical Education","Department for Education","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Institute for Apprenticeships and Technical Education","Department for Education","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Institute for Apprenticeships and Technical Education","Department for Education","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Ministry of Justice","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Ministry of Justice","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Ministry of Justice","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Ministry of Justice","Operational Delivery","AA/AO","25","[c]","19280","18890"
"Leaver CS","2021","Legal Aid Agency","Ministry of Justice","Operational Delivery","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Ministry of Justice","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Ministry of Justice","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Ministry of Justice","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Ministry of Justice","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Department for Transport","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Department for Transport","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Department for Transport","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Department for Transport","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Department for Transport","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Department for Transport","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Department for Transport","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Department for Transport","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Department for Transport","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Department for Transport","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Department for Transport","Operational Delivery","AA/AO","25","[c]","24290","26170"
"Leaver CS","2021","Maritime and Coastguard Agency","Department for Transport","Operational Delivery","EO","10","[c]","30220","31470"
"Leaver CS","2021","Maritime and Coastguard Agency","Department for Transport","Operational Delivery","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Department for Transport","Operational Delivery","SEO/HEO","30","[c]","45340","45520"
"Leaver CS","2021","Maritime and Coastguard Agency","Department for Transport","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Department for Transport","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Department for Transport","Policy","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Department for Transport","Policy","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Medicine","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Science and Engineering","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Unknown","EO","10","[c]","26980","26870"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Unknown","G6/G7","15","[c]","60120","56360"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Unknown","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Unknown","SEO/HEO","30","[c]","37710","40010"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Department for Business, Energy and Industrial Strategy","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Department for Business, Energy and Industrial Strategy","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Department for Business, Energy and Industrial Strategy","Unknown","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Department for Business, Energy and Industrial Strategy","Unknown","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Department for Business, Energy and Industrial Strategy","Unknown","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Department for Business, Energy and Industrial Strategy","Unknown","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","SEO/HEO","25","[c]","38870","40580"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","AA/AO","10","[c]","21020","20920"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","SEO/HEO","15","[c]","37720","35300"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Digital, Data and Technology","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Digital, Data and Technology","EO","15","[c]","27910","27790"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
