"Status","Year","Organisation","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","G6/G7","G6","1040","1020","67160","67230"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","G6/G7","G7","2000","1960","55330","55510"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SCS level","SCS level","550","545","86110","78010"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","1975","1950","35700","34770"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SEO/HEO","SEO","735","720","42580","42600"
"In post","2021","Forestry and Land Scotland","Scottish Government","AA/AO","AA","35","35","19130","19160"
"In post","2021","Forestry and Land Scotland","Scottish Government","AA/AO","AO","440","420","25390","25140"
"In post","2021","Forestry and Land Scotland","Scottish Government","EO","EO","260","250","31440","30160"
"In post","2021","Forestry and Land Scotland","Scottish Government","G6/G7","G6","10","10","69690","69690"
"In post","2021","Forestry and Land Scotland","Scottish Government","G6/G7","G7","25","25","56010","56800"
"In post","2021","Forestry and Land Scotland","Scottish Government","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Forestry and Land Scotland","Scottish Government","SEO/HEO","HEO","140","135","37150","37530"
"In post","2021","Forestry and Land Scotland","Scottish Government","SEO/HEO","SEO","80","80","44960","45210"
"In post","2021","Government Actuary's Department","Chancellor's other departments","AA/AO","AO","15","15","23140","23030"
"In post","2021","Government Actuary's Department","Chancellor's other departments","EO","EO","20","20","29810","28910"
"In post","2021","Government Actuary's Department","Chancellor's other departments","G6/G7","G6","95","85","92360","89720"
"In post","2021","Government Actuary's Department","Chancellor's other departments","G6/G7","G7","15","15","58190","57250"
"In post","2021","Government Actuary's Department","Chancellor's other departments","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Government Actuary's Department","Chancellor's other departments","SEO/HEO","HEO","30","30","36660","36590"
"In post","2021","Government Actuary's Department","Chancellor's other departments","SEO/HEO","SEO","30","30","48480","48800"
"In post","2021","Government Internal Audit Agency","HM Treasury","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Government Internal Audit Agency","HM Treasury","EO","EO","15","10","28410","28080"
"In post","2021","Government Internal Audit Agency","HM Treasury","G6/G7","G6","55","55","65510","64480"
"In post","2021","Government Internal Audit Agency","HM Treasury","G6/G7","G7","110","105","53560","53390"
"In post","2021","Government Internal Audit Agency","HM Treasury","SCS level","SCS level","20","20","92950","87870"
"In post","2021","Government Internal Audit Agency","HM Treasury","SEO/HEO","HEO","85","80","33880","33420"
"In post","2021","Government Internal Audit Agency","HM Treasury","SEO/HEO","SEO","165","155","44080","43670"
"In post","2021","Government Legal Department","Attorney General's Departments","AA/AO","AO","65","60","23740","23800"
"In post","2021","Government Legal Department","Attorney General's Departments","EO","EO","330","320","28550","27580"
"In post","2021","Government Legal Department","Attorney General's Departments","G6/G7","G6","800","730","67650","66260"
"In post","2021","Government Legal Department","Attorney General's Departments","G6/G7","G7","880","805","52470","51250"
"In post","2021","Government Legal Department","Attorney General's Departments","SCS level","SCS level","205","195","83820","79980"
"In post","2021","Government Legal Department","Attorney General's Departments","SEO/HEO","HEO","200","195","37660","35000"
"In post","2021","Government Legal Department","Attorney General's Departments","SEO/HEO","SEO","50","50","39470","38880"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","EO","EO","20","20","26170","26390"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","G6/G7","G6","30","30","64650","65310"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","G6/G7","G7","65","65","53070","53070"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","SCS level","SCS level","15","15","91250","82120"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","SEO/HEO","HEO","40","35","33770","33060"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","SEO/HEO","SEO","35","35","39350","38840"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","AA/AO","AO","285","250","22080","22160"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","EO","EO","445","420","27980","27840"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","G6/G7","G6","95","90","70130","66900"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","G6/G7","G7","425","405","58970","57510"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","SCS level","SCS level","35","35","88960","83350"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","SEO/HEO","HEO","360","340","33260","31710"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","SEO/HEO","SEO","930","880","49300","45870"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","AA/AO","AA","1940","1680","17520","16930"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","AA/AO","AO","8535","7535","20540","20100"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","EO","EO","2645","2490","24060","23700"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","G6/G7","G7","670","650","55790","54930"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","SCS level","SCS level","75","75","85720","77950"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","SEO/HEO","HEO","1270","1235","28580","28600"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","SEO/HEO","SEO","1450","1330","39270","39030"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Unknown","Unknown","15","15","38760","41480"
"In post","2021","HM Land Registry","HM Land Registry","AA/AO","AA","30","30","20740","21040"
"In post","2021","HM Land Registry","HM Land Registry","AA/AO","AO","1820","1725","22490","22350"
"In post","2021","HM Land Registry","HM Land Registry","EO","EO","2155","1885","27500","27130"
"In post","2021","HM Land Registry","HM Land Registry","G6/G7","G6","55","55","72870","73760"
"In post","2021","HM Land Registry","HM Land Registry","G6/G7","G7","240","225","60130","60520"
"In post","2021","HM Land Registry","HM Land Registry","SCS level","SCS level","25","25","92210","82040"
"In post","2021","HM Land Registry","HM Land Registry","SEO/HEO","HEO","1285","1135","34730","33840"
"In post","2021","HM Land Registry","HM Land Registry","SEO/HEO","SEO","740","685","42070","40860"
"In post","2021","HM Prison and Probation Service","Ministry of Justice","AA/AO","AA","5895","5520","21340","20600"
"In post","2021","HM Prison and Probation Service","Ministry of Justice","AA/AO","AO","22510","21350","27650","26810"
"In post","2021","HM Prison and Probation Service","Ministry of Justice","EO","EO","6235","5975","31050","31610"
"In post","2021","HM Prison and Probation Service","Ministry of Justice","G6/G7","G6","335","325","82330","84320"
"In post","2021","HM Prison and Probation Service","Ministry of Justice","G6/G7","G7","445","435","66160","65870"
"In post","2021","HM Prison and Probation Service","Ministry of Justice","SCS level","SCS level","85","85","97970","99500"
"In post","2021","HM Prison and Probation Service","Ministry of Justice","SEO/HEO","HEO","4085","3880","35510","36480"
"In post","2021","HM Prison and Probation Service","Ministry of Justice","SEO/HEO","SEO","2365","2300","50560","51150"
"In post","2021","HM Prison and Probation Service","Ministry of Justice","Unknown","Unknown","12085","11170","29930","28690"
"In post","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AA/AO","AA","840","645","20110","20070"
"In post","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AA/AO","AO","19915","17325","20770","20140"
"In post","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","EO","14680","13555","26410","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6/G7","G6","2010","1930","66910","64670"
"In post","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6/G7","G7","5295","5100","53540","52580"
"In post","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SCS level","SCS level","485","475","85630","78760"
"In post","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO/HEO","HEO","13285","12615","32650","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO/HEO","SEO","6430","6165","39030","38630"
"In post","2021","HM Treasury (excl. agencies)","HM Treasury","AA/AO","AO","60","60","22280","22500"
"In post","2021","HM Treasury (excl. agencies)","HM Treasury","EO","EO","210","205","26870","26750"
"In post","2021","HM Treasury (excl. agencies)","HM Treasury","G6/G7","G6","270","265","66060","63920"
"In post","2021","HM Treasury (excl. agencies)","HM Treasury","G6/G7","G7","585","570","54940","52840"
"In post","2021","HM Treasury (excl. agencies)","HM Treasury","SCS level","SCS level","155","145","83900","77000"
"In post","2021","HM Treasury (excl. agencies)","HM Treasury","SEO/HEO","HEO","740","735","34390","32320"
"In post","2021","Home Office (incl. agencies)","Home Office","AA/AO","AA","920","790","19560","17990"
"In post","2021","Home Office (incl. agencies)","Home Office","AA/AO","AO","7410","6595","22290","21430"
"In post","2021","Home Office (incl. agencies)","Home Office","EO","EO","14365","13185","26950","26070"
"In post","2021","Home Office (incl. agencies)","Home Office","G6/G7","G6","895","870","69900","68940"
"In post","2021","Home Office (incl. agencies)","Home Office","G6/G7","G7","2470","2420","57540","57460"
"In post","2021","Home Office (incl. agencies)","Home Office","SCS level","SCS level","290","285","91800","83790"
"In post","2021","Home Office (incl. agencies)","Home Office","SEO/HEO","HEO","5250","5050","33450","33530"
"In post","2021","Home Office (incl. agencies)","Home Office","SEO/HEO","SEO","3530","3440","41370","41970"
"In post","2021","Home Office (incl. agencies)","Home Office","Unknown","Unknown","250","250","32730","28670"
