"Status","Year","Organisation","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","ESTYN","Operational Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Operational Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Other","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Project Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Property","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Social Research","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Statistics","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Statistics","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Commercial","AA/AO","AO","10","10","[c]","[c]"
"In post","2021","FCDO Services","Commercial","EO","EO","5","5","[c]","[c]"
"In post","2021","FCDO Services","Commercial","G6/G7","G6","10","10","75570","73270"
"In post","2021","FCDO Services","Commercial","G6/G7","G7","15","15","58940","58890"
"In post","2021","FCDO Services","Commercial","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Commercial","SEO/HEO","HEO","15","15","32840","31560"
"In post","2021","FCDO Services","Commercial","SEO/HEO","SEO","20","20","43320","41940"
"In post","2021","FCDO Services","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Communications","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Communications","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Communications","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Digital, Data and Technology","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Digital, Data and Technology","EO","EO","30","30","31490","29770"
"In post","2021","FCDO Services","Digital, Data and Technology","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","FCDO Services","Digital, Data and Technology","G6/G7","G7","20","20","61630","62400"
"In post","2021","FCDO Services","Digital, Data and Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Digital, Data and Technology","SEO/HEO","HEO","20","20","37920","37670"
"In post","2021","FCDO Services","Digital, Data and Technology","SEO/HEO","SEO","35","35","47400","47000"
"In post","2021","FCDO Services","Digital, Data and Technology","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","FCDO Services","Finance","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","FCDO Services","Finance","EO","EO","15","15","26810","26590"
"In post","2021","FCDO Services","Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Finance","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","FCDO Services","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Finance","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","FCDO Services","Finance","SEO/HEO","SEO","10","10","44070","43400"
"In post","2021","FCDO Services","Finance","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","FCDO Services","Human Resources","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","FCDO Services","Human Resources","EO","EO","10","10","27120","26590"
"In post","2021","FCDO Services","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Human Resources","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","FCDO Services","Human Resources","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Human Resources","SEO/HEO","SEO","10","10","44150","42010"
"In post","2021","FCDO Services","Knowledge and Information Management","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Knowledge and Information Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Knowledge and Information Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Legal","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","FCDO Services","Legal","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Legal","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Legal","G6/G7","G7","45","20","56960","57760"
"In post","2021","FCDO Services","Legal","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Other","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","FCDO Services","Other","EO","EO","5","5","[c]","[c]"
"In post","2021","FCDO Services","Other","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Other","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Other","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Other","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","FCDO Services","Other","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","FCDO Services","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Project Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Project Delivery","EO","EO","20","20","26990","26590"
"In post","2021","FCDO Services","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Project Delivery","G6/G7","G7","15","15","60090","59050"
"In post","2021","FCDO Services","Project Delivery","SEO/HEO","HEO","15","15","32760","31450"
"In post","2021","FCDO Services","Project Delivery","SEO/HEO","SEO","20","20","43250","42610"
"In post","2021","FCDO Services","Property","AA/AO","AO","15","15","24260","23340"
"In post","2021","FCDO Services","Property","EO","EO","75","75","27990","27090"
"In post","2021","FCDO Services","Property","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","FCDO Services","Property","G6/G7","G7","50","50","59230","58650"
"In post","2021","FCDO Services","Property","SEO/HEO","HEO","100","100","36540","34770"
"In post","2021","FCDO Services","Property","SEO/HEO","SEO","95","95","44680","44180"
"In post","2021","FCDO Services","Property","Unknown","Unknown","30","30","22210","21600"
"In post","2021","FCDO Services","Science and Engineering","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Science and Engineering","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Security","AA/AO","AO","80","80","25850","23340"
"In post","2021","FCDO Services","Security","EO","EO","40","40","28460","27380"
"In post","2021","FCDO Services","Security","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","FCDO Services","Security","G6/G7","G7","20","20","57960","55540"
"In post","2021","FCDO Services","Security","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Security","SEO/HEO","HEO","40","35","35330","33510"
"In post","2021","FCDO Services","Security","SEO/HEO","SEO","35","35","44410","43520"
"In post","2021","Food Standards Agency","Commercial","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Commercial","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Commercial","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Communications","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Communications","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Communications","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Communications","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Communications","SEO/HEO","SEO","20","15","40500","40960"
"In post","2021","Food Standards Agency","Counter Fraud","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Counter Fraud","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Counter Fraud","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Counter Fraud","SEO/HEO","HEO","25","25","31630","30810"
"In post","2021","Food Standards Agency","Counter Fraud","SEO/HEO","SEO","20","20","39640","39270"
"In post","2021","Food Standards Agency","Digital, Data and Technology","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Digital, Data and Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Digital, Data and Technology","G6/G7","G7","15","15","53910","52070"
"In post","2021","Food Standards Agency","Digital, Data and Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Digital, Data and Technology","SEO/HEO","HEO","15","15","32230","31110"
"In post","2021","Food Standards Agency","Digital, Data and Technology","SEO/HEO","SEO","20","20","39850","38780"
"In post","2021","Food Standards Agency","Economics","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Economics","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Finance","EO","EO","10","10","27180","26750"
"In post","2021","Food Standards Agency","Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Finance","G6/G7","G7","10","10","53690","52070"
"In post","2021","Food Standards Agency","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Finance","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","Food Standards Agency","Finance","SEO/HEO","SEO","15","15","39320","39420"
"In post","2021","Food Standards Agency","Human Resources","EO","EO","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Human Resources","G6/G7","G7","10","10","52830","52070"
"In post","2021","Food Standards Agency","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Human Resources","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Human Resources","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Food Standards Agency","Intelligence Analysis","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Intelligence Analysis","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Intelligence Analysis","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Internal Audit","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Internal Audit","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Knowledge and Information Management","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Knowledge and Information Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Knowledge and Information Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Legal","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Legal","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Legal","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Legal","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Legal","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Legal","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Operational Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Operational Delivery","EO","EO","390","375","27230","26750"
"In post","2021","Food Standards Agency","Operational Delivery","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Food Standards Agency","Operational Delivery","G6/G7","G7","25","25","53560","52070"
"In post","2021","Food Standards Agency","Operational Delivery","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Operational Delivery","SEO/HEO","HEO","110","110","31490","30810"
"In post","2021","Food Standards Agency","Operational Delivery","SEO/HEO","SEO","75","75","39700","39300"
"In post","2021","Food Standards Agency","Operational Research","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Policy","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Policy","EO","EO","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Policy","G6/G7","G6","10","10","63990","62370"
"In post","2021","Food Standards Agency","Policy","G6/G7","G7","35","35","54770","56130"
"In post","2021","Food Standards Agency","Policy","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Policy","SEO/HEO","HEO","60","55","32100","32350"
"In post","2021","Food Standards Agency","Policy","SEO/HEO","SEO","70","65","39930","40260"
"In post","2021","Food Standards Agency","Project Delivery","EO","EO","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Project Delivery","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Project Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Project Delivery","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Property","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Property","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Science and Engineering","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Science and Engineering","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Science and Engineering","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Science and Engineering","G6/G7","G7","20","20","55950","56130"
"In post","2021","Food Standards Agency","Science and Engineering","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Science and Engineering","SEO/HEO","HEO","30","25","32600","32830"
"In post","2021","Food Standards Agency","Science and Engineering","SEO/HEO","SEO","30","30","39750","40650"
