"Status","Year","Ethnicity","Organisation","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Undeclared","Forestry and Land Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Forestry and Land Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Forestry and Land Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Forestry and Land Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Government Actuary's Department","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Government Actuary's Department","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Government Actuary's Department","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Government Internal Audit Agency","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Government Internal Audit Agency","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Government Internal Audit Agency","HM Treasury","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Government Legal Department","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Government Legal Department","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Government Legal Department","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Government Property Agency","Other Cabinet Office Agencies","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Government Property Agency","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Government Property Agency","Other Cabinet Office Agencies","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Health and Safety Executive","Department for Work and Pensions","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Health and Safety Executive","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Health and Safety Executive","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Courts and Tribunals Service","Ministry of Justice","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Courts and Tribunals Service","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Courts and Tribunals Service","Ministry of Justice","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Land Registry","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Land Registry","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Land Registry","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Prison and Probation Service","Ministry of Justice","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Prison and Probation Service","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Prison and Probation Service","Ministry of Justice","Undeclared","35","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Treasury (excl. agencies)","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Treasury (excl. agencies)","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Treasury (excl. agencies)","HM Treasury","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Treasury (excl. agencies)","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Home Office (incl. agencies)","Home Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Home Office (incl. agencies)","Home Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Home Office (incl. agencies)","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Insolvency Service","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Insolvency Service","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Institute for Apprenticeships and Technical Education","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Institute for Apprenticeships and Technical Education","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal Aid Agency","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal Aid Agency","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Maritime and Coastguard Agency","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Maritime and Coastguard Agency","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Maritime and Coastguard Agency","Department for Transport","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Met Office","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Met Office","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Met Office","Department for Business, Energy and Industrial Strategy","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Ministry of Defence","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Ministry of Defence","Undeclared","50","[c]","31440","26350"
"New entrant CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Justice (excl. agencies)","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Justice (excl. agencies)","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Justice (excl. agencies)","Ministry of Justice","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","National Crime Agency","National Crime Agency","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","National Crime Agency","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","National Crime Agency","National Crime Agency","Undeclared","40","[c]","30090","27660"
"New entrant CS","2021","Undeclared","National Crime Agency","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","National Infrastructure Commission","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","National Infrastructure Commission","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","National Infrastructure Commission","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","National Records of Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","National Records of Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","National Records of Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","National Savings and Investments","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","National Savings and Investments","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Northern Ireland Office","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Northern Ireland Office","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Office for Budget Responsibility","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Office for Budget Responsibility","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Office of Rail and Road","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Office of Rail and Road","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Office of the Public Guardian","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Office of the Public Guardian","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Office of the Public Guardian","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Office of the Scottish Charity Regulator","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Office of the Scottish Charity Regulator","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Planning Inspectorate","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Public Health England","Department of Health and Social Care","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Public Health England","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Public Health England","Department of Health and Social Care","Undeclared","90","[c]","35520","31370"
